lic_ticker,lic_name,calendar_year,month,year,month_year,eom_date,sp_gf,sp_mi,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
MFF,MFF Capital Investments Limited,2022,January,2022,Jan-22,31-Jan-22,$2.80,$2.80,$2.80,$3.54,$3.00,-20.80%,-6.60%,
MFF,MFF Capital Investments Limited,2022,February,2022,Feb-22,28-Feb-22,$2.68,$2.68,$2.68,$3.21,$2.77,-16.40%,-3.20%,
MFF,MFF Capital Investments Limited,2022,March,2022,Mar-22,31-Mar-22,$2.61,$2.61,$2.61,$3.12,$2.71,-16.40%,-3.70%,
MFF,MFF Capital Investments Limited,2022,April,2022,Apr-22,29-Apr-22,$2.55,$2.55,$2.55,$2.98,$2.59,-14.30%,-1.70%,
MFF,MFF Capital Investments Limited,2022,May,2022,May-22,31-May-22,$2.49,$2.49,$2.49,$2.94,$2.58,-15.20%,-3.50%,
MFF,MFF Capital Investments Limited,2022,June,2022,Jun-22,30-Jun-22,$2.21,$2.21,$2.21,$2.75,$2.44,-19.50%,-9.40%,
MFF,MFF Capital Investments Limited,2022,July,2023,Jul-22,29-Jul-22,$2.54,$2.54,$2.54,$3.02,$2.63,-16.00%,-3.50%,
MFF,MFF Capital Investments Limited,2022,August,2023,Aug-22,31-Aug-22,$2.45,$2.45,$2.45,$2.93,$2.57,-16.30%,-4.60%,
MFF,MFF Capital Investments Limited,2022,September,2023,Sep-22,30-Sep-22,$2.40,$2.40,$2.40,$2.72,$2.42,-11.90%,-1.00%,
MFF,MFF Capital Investments Limited,2022,October,2023,Oct-22,31-Oct-22,$2.34,$2.34,$2.34,$2.85,$2.50,-17.90%,-6.50%,
MFF,MFF Capital Investments Limited,2022,November,2023,Nov-22,30-Nov-22,$2.37,$2.37,$2.37,$2.97,$2.61,-20.10%,-9.10%,
MFF,MFF Capital Investments Limited,2022,December,2023,Dec-22,30-Dec-22,$2.28,$2.28,$2.28,$2.73,$2.44,-16.50%,-6.60%,
MFF,MFF Capital Investments Limited,2023,January,2023,Jan-23,31-Jan-23,$2.51,$2.51,$2.51,$2.95,$2.59,-14.80%,-3.20%,
MFF,MFF Capital Investments Limited,2023,February,2023,Feb-23,28-Feb-23,$2.51,$2.51,$2.51,$2.93,$2.59,-14.30%,-3.10%,
MFF,MFF Capital Investments Limited,2023,March,2023,Mar-23,31-Mar-23,$2.52,$2.52,$2.52,$3.07,$2.69,-17.80%,-6.10%,
MFF,MFF Capital Investments Limited,2023,April,2023,Apr-23,28-Apr-23,$2.57,$2.57,$2.57,$3.19,$2.76,-19.70%,-7.10%,
MFF,MFF Capital Investments Limited,2023,May,2023,May-23,31-May-23,$2.75,$2.75,$2.75,$3.29,$2.84,-16.30%,-3.10%,
MFF,MFF Capital Investments Limited,2023,June,2023,Jun-23,30-Jun-23,$2.66,$2.66,$2.66,$3.40,$2.91,-21.70%,-8.70%,
MFF,MFF Capital Investments Limited,2023,July,2024,Jul-23,31-Jul-23,$2.88,$2.88,$2.88,$3.51,$2.99,-17.90%,-3.60%,
MFF,MFF Capital Investments Limited,2023,August,2024,Aug-23,31-Aug-23,$2.98,$2.98,$2.98,$3.58,$3.05,-16.80%,-2.30%,
BKI,BKI Investment Company Limited,2014,January,2014,Jan-14,31-Jan-14,$1.59,$1.59,$1.59,$1.59,$1.48,-0.30%,7.10%,
BKI,BKI Investment Company Limited,2014,February,2014,Feb-14,28-Feb-14,$1.60,$1.60,$1.60,$1.62,$1.49,-1.20%,7.40%,
BKI,BKI Investment Company Limited,2014,March,2014,Mar-14,31-Mar-14,$1.60,$1.60,$1.60,$1.63,$1.50,-1.80%,6.70%,
BKI,BKI Investment Company Limited,2014,April,2014,Apr-14,30-Apr-14,$1.64,$1.64,$1.64,$1.64,$1.52,0.00%,7.90%,
BKI,BKI Investment Company Limited,2014,May,2014,May-14,30-May-14,$1.67,$1.67,$1.67,$1.66,$1.53,0.30%,8.80%,
BKI,BKI Investment Company Limited,2014,June,2014,Jun-14,30-Jun-14,$1.65,$1.65,$1.65,$1.63,$1.51,0.90%,8.90%,
BKI,BKI Investment Company Limited,2014,July,2015,Jul-14,31-Jul-14,$1.70,$1.70,$1.70,$1.69,$1.56,0.60%,9.00%,
BKI,BKI Investment Company Limited,2014,August,2015,Aug-14,29-Aug-14,$1.68,$1.68,$1.68,$1.67,$1.54,0.30%,8.80%,
BKI,BKI Investment Company Limited,2014,September,2015,Sep-14,30-Sep-14,$1.56,$1.56,$1.56,$1.58,$1.48,-1.30%,5.40%,
BKI,BKI Investment Company Limited,2014,October,2015,Oct-14,31-Oct-14,$1.59,$1.59,$1.59,$1.65,$1.53,-3.60%,3.90%,
BKI,BKI Investment Company Limited,2014,November,2015,Nov-14,28-Nov-14,$1.58,$1.58,$1.58,$1.61,$1.51,-1.90%,4.60%,
BKI,BKI Investment Company Limited,2014,December,2015,Dec-14,31-Dec-14,$1.59,$1.59,$1.59,$1.63,$1.52,-2.80%,4.30%,
BKI,BKI Investment Company Limited,2015,January,2015,Jan-15,30-Jan-15,$1.67,$1.67,$1.67,$1.69,$1.56,-1.50%,6.70%,
BKI,BKI Investment Company Limited,2015,February,2015,Feb-15,27-Feb-15,$1.75,$1.75,$1.75,$1.76,$1.61,-0.60%,8.70%,
BKI,BKI Investment Company Limited,2015,March,2015,Mar-15,31-Mar-15,$1.73,$1.73,$1.73,$1.78,$1.62,-2.80%,6.80%,
BKI,BKI Investment Company Limited,2015,April,2015,Apr-15,30-Apr-15,$1.73,$1.73,$1.73,$1.73,$1.59,0.00%,8.80%,
BKI,BKI Investment Company Limited,2015,May,2015,May-15,29-May-15,$1.72,$1.72,$1.72,$1.73,$1.59,-0.60%,8.20%,
BKI,BKI Investment Company Limited,2015,June,2015,Jun-15,30-Jun-15,$1.67,$1.67,$1.67,$1.65,$1.53,0.90%,8.80%,
BKI,BKI Investment Company Limited,2015,July,2016,Jul-15,31-Jul-15,$1.76,$1.76,$1.76,$1.72,$1.59,2.00%,10.40%,
BKI,BKI Investment Company Limited,2015,August,2016,Aug-15,31-Aug-15,$1.66,$1.66,$1.66,$1.56,$1.47,6.40%,12.90%,
BKI,BKI Investment Company Limited,2015,September,2016,Sep-15,30-Sep-15,$1.60,$1.60,$1.60,$1.52,$1.44,4.90%,10.80%,
BKI,BKI Investment Company Limited,2015,October,2016,Oct-15,30-Oct-15,$1.67,$1.67,$1.67,$1.58,$1.49,5.40%,11.70%,
BKI,BKI Investment Company Limited,2015,November,2016,Nov-15,30-Nov-15,$1.67,$1.67,$1.67,$1.58,$1.49,5.70%,12.10%,
BKI,BKI Investment Company Limited,2015,December,2016,Dec-15,31-Dec-15,$1.69,$1.69,$1.69,$1.61,$1.51,4.70%,11.60%,
BKI,BKI Investment Company Limited,2016,January,2016,Jan-16,29-Jan-16,$1.68,$1.68,$1.68,$1.53,$1.46,9.80%,15.10%,
BKI,BKI Investment Company Limited,2016,February,2016,Feb-16,29-Feb-16,$1.56,$1.56,$1.56,$1.45,$1.39,7.60%,12.20%,
BKI,BKI Investment Company Limited,2016,March,2016,Mar-16,31-Mar-16,$1.62,$1.62,$1.62,$1.51,$1.44,7.30%,12.50%,
BKI,BKI Investment Company Limited,2016,April,2016,Apr-16,29-Apr-16,$1.60,$1.60,$1.60,$1.54,$1.46,3.90%,9.60%,
BKI,BKI Investment Company Limited,2016,May,2016,May-16,31-May-16,$1.57,$1.57,$1.57,$1.59,$1.50,-1.30%,4.70%,
BKI,BKI Investment Company Limited,2016,June,2016,Jun-16,30-Jun-16,$1.58,$1.58,$1.58,$1.55,$1.47,1.90%,7.50%,
BKI,BKI Investment Company Limited,2016,July,2017,Jul-16,29-Jul-16,$1.63,$1.63,$1.63,$1.64,$1.54,-0.60%,5.80%,
BKI,BKI Investment Company Limited,2016,August,2017,Aug-16,31-Aug-16,$1.58,$1.58,$1.58,$1.58,$1.48,0.00%,6.80%,
BKI,BKI Investment Company Limited,2016,September,2017,Sep-16,30-Sep-16,$1.56,$1.56,$1.56,$1.56,$1.47,-0.30%,5.80%,
BKI,BKI Investment Company Limited,2016,October,2017,Oct-16,31-Oct-16,$1.58,$1.58,$1.58,$1.52,$1.45,3.90%,9.00%,
BKI,BKI Investment Company Limited,2016,November,2017,Nov-16,30-Nov-16,$1.62,$1.62,$1.62,$1.56,$1.48,3.50%,9.10%,
BKI,BKI Investment Company Limited,2016,December,2017,Dec-16,30-Dec-16,$1.63,$1.63,$1.63,$1.61,$1.52,0.90%,6.90%,
BKI,BKI Investment Company Limited,2017,January,2017,Jan-17,31-Jan-17,$1.71,$1.71,$1.71,$1.58,$1.50,8.20%,14.00%,
BKI,BKI Investment Company Limited,2017,February,2017,Feb-17,28-Feb-17,$1.61,$1.61,$1.61,$1.59,$1.50,0.90%,7.00%,
BKI,BKI Investment Company Limited,2017,March,2017,Mar-17,31-Mar-17,$1.60,$1.60,$1.60,$1.65,$1.54,-3.00%,3.90%,
BKI,BKI Investment Company Limited,2017,April,2017,Apr-17,28-Apr-17,$1.62,$1.62,$1.62,$1.66,$1.55,-2.70%,4.20%,
BKI,BKI Investment Company Limited,2017,May,2017,May-17,31-May-17,$1.59,$1.59,$1.59,$1.61,$1.52,-1.60%,4.30%,
BKI,BKI Investment Company Limited,2017,June,2017,Jun-17,30-Jun-17,$1.62,$1.62,$1.62,$1.61,$1.52,0.60%,6.60%,
BKI,BKI Investment Company Limited,2017,July,2018,Jul-17,31-Jul-17,$1.72,$1.72,$1.72,$1.61,$1.52,6.50%,12.80%,
BKI,BKI Investment Company Limited,2017,August,2018,Aug-17,31-Aug-17,$1.66,$1.66,$1.66,$1.57,$1.49,5.70%,11.40%,
BKI,BKI Investment Company Limited,2017,September,2018,Sep-17,29-Sep-17,$1.65,$1.65,$1.65,$1.57,$1.48,4.80%,11.10%,
BKI,BKI Investment Company Limited,2017,October,2018,Oct-17,31-Oct-17,$1.66,$1.66,$1.66,$1.62,$1.52,2.50%,9.20%,
BKI,BKI Investment Company Limited,2017,November,2018,Nov-17,30-Nov-17,$1.67,$1.67,$1.67,$1.65,$1.55,0.90%,7.40%,
BKI,BKI Investment Company Limited,2017,December,2018,Dec-17,29-Dec-17,$1.74,$1.74,$1.74,$1.67,$1.56,3.90%,11.20%,
BKI,BKI Investment Company Limited,2018,January,2018,Jan-18,31-Jan-18,$1.76,$1.76,$1.76,$1.65,$1.55,6.40%,13.20%,
BKI,BKI Investment Company Limited,2018,February,2018,Feb-18,28-Feb-18,$1.69,$1.69,$1.69,$1.61,$1.51,5.00%,11.90%,
BKI,BKI Investment Company Limited,2018,March,2018,Mar-18,29-Mar-18,$1.58,$1.58,$1.58,$1.54,$1.47,2.60%,7.50%,
BKI,BKI Investment Company Limited,2018,April,2018,Apr-18,30-Apr-18,$1.56,$1.56,$1.56,$1.57,$1.49,-0.60%,4.70%,
BKI,BKI Investment Company Limited,2018,May,2018,May-18,31-May-18,$1.51,$1.51,$1.51,$1.59,$1.50,-5.00%,0.70%,
BKI,BKI Investment Company Limited,2018,June,2018,Jun-18,29-Jun-18,$1.53,$1.53,$1.53,$1.63,$1.54,-6.40%,-1.00%,
BKI,BKI Investment Company Limited,2018,July,2019,Jul-18,31-Jul-18,$1.60,$1.60,$1.60,$1.65,$1.55,-3.00%,3.20%,
BKI,BKI Investment Company Limited,2018,August,2019,Aug-18,31-Aug-18,$1.54,$1.54,$1.54,$1.65,$1.55,-6.70%,-0.60%,
BKI,BKI Investment Company Limited,2018,September,2019,Sep-18,28-Sep-18,$1.53,$1.53,$1.53,$1.63,$1.53,-6.10%,0.00%,
BKI,BKI Investment Company Limited,2018,October,2019,Oct-18,31-Oct-18,$1.54,$1.54,$1.54,$1.53,$1.46,0.30%,5.10%,
BKI,BKI Investment Company Limited,2018,November,2019,Nov-18,30-Nov-18,$1.47,$1.47,$1.47,$1.52,$1.46,-3.30%,0.70%,
BKI,BKI Investment Company Limited,2018,December,2019,Dec-18,31-Dec-18,$1.52,$1.52,$1.52,$1.51,$1.46,0.70%,3.90%,
BKI,BKI Investment Company Limited,2019,January,2019,Jan-19,31-Jan-19,$1.60,$1.60,$1.60,$1.55,$1.49,3.20%,7.40%,
BKI,BKI Investment Company Limited,2019,February,2019,Feb-19,28-Feb-19,$1.52,$1.52,$1.52,$1.59,$1.51,-4.40%,0.70%,
BKI,BKI Investment Company Limited,2019,March,2019,Mar-19,29-Mar-19,$1.50,$1.50,$1.50,$1.58,$1.50,-5.10%,0.00%,
BKI,BKI Investment Company Limited,2019,April,2019,Apr-19,30-Apr-19,$1.51,$1.51,$1.51,$1.62,$1.53,-7.10%,-1.60%,
BKI,BKI Investment Company Limited,2019,May,2019,May-19,31-May-19,$1.52,$1.52,$1.52,$1.63,$1.54,-7.10%,-1.60%,
BKI,BKI Investment Company Limited,2019,June,2019,Jun-19,28-Jun-19,$1.57,$1.57,$1.57,$1.69,$1.58,-7.10%,-0.60%,
BKI,BKI Investment Company Limited,2019,July,2020,Jul-19,31-Jul-19,$1.72,$1.72,$1.72,$1.73,$1.61,-0.90%,6.50%,
BKI,BKI Investment Company Limited,2019,August,2020,Aug-19,30-Aug-19,$1.63,$1.63,$1.63,$1.63,$1.53,-0.30%,6.20%,
BKI,BKI Investment Company Limited,2019,September,2020,Sep-19,30-Sep-19,$1.61,$1.61,$1.61,$1.66,$1.56,-3.00%,3.20%,
BKI,BKI Investment Company Limited,2019,October,2020,Oct-19,31-Oct-19,$1.66,$1.66,$1.66,$1.66,$1.55,0.00%,7.10%,
BKI,BKI Investment Company Limited,2019,November,2020,Nov-19,29-Nov-19,$1.64,$1.64,$1.64,$1.70,$1.58,-3.50%,3.80%,
BKI,BKI Investment Company Limited,2019,December,2020,Dec-19,31-Dec-19,$1.69,$1.69,$1.69,$1.66,$1.56,1.50%,8.00%,
BKI,BKI Investment Company Limited,2020,January,2020,Jan-20,31-Jan-20,$1.74,$1.74,$1.74,$1.73,$1.61,0.30%,7.80%,
BKI,BKI Investment Company Limited,2020,February,2020,Feb-20,28-Feb-20,$1.51,$1.51,$1.51,$1.57,$1.49,-3.80%,1.30%,
BKI,BKI Investment Company Limited,2020,March,2020,Mar-20,31-Mar-20,$1.22,$1.22,$1.22,$1.28,$1.28,-4.70%,-4.70%,
BKI,BKI Investment Company Limited,2020,April,2020,Apr-20,30-Apr-20,$1.37,$1.37,$1.37,$1.37,$1.35,-0.40%,1.10%,
BKI,BKI Investment Company Limited,2020,May,2020,May-20,29-May-20,$1.44,$1.44,$1.44,$1.44,$1.40,-0.30%,2.50%,
BKI,BKI Investment Company Limited,2020,June,2020,Jun-20,30-Jun-20,$1.39,$1.39,$1.39,$1.47,$1.43,-5.80%,-3.10%,
BKI,BKI Investment Company Limited,2020,July,2021,Jul-20,30-Jul-20,$1.43,$1.43,$1.43,$1.47,$1.42,-2.70%,0.70%,
BKI,BKI Investment Company Limited,2020,August,2021,Aug-20,31-Aug-20,$1.39,$1.39,$1.39,$1.45,$1.41,-4.10%,-1.40%,
BKI,BKI Investment Company Limited,2020,September,2021,Sep-20,30-Sep-20,$1.36,$1.36,$1.36,$1.41,$1.36,-3.90%,-0.40%,
BKI,BKI Investment Company Limited,2020,October,2021,Oct-20,30-Oct-20,$1.39,$1.39,$1.39,$1.42,$1.39,-2.50%,-0.40%,
BKI,BKI Investment Company Limited,2020,November,2021,Nov-20,30-Nov-20,$1.51,$1.51,$1.51,$1.52,$1.46,-0.70%,3.40%,
BKI,BKI Investment Company Limited,2020,December,2021,Dec-20,31-Dec-20,$1.53,$1.53,$1.53,$1.54,$1.47,-0.60%,4.10%,
BKI,BKI Investment Company Limited,2021,January,2021,Jan-21,29-Jan-21,$1.57,$1.57,$1.57,$1.56,$1.48,0.60%,6.10%,
BKI,BKI Investment Company Limited,2021,February,2021,Feb-21,26-Feb-21,$1.46,$1.46,$1.46,$1.53,$1.46,-4.90%,-0.30%,
BKI,BKI Investment Company Limited,2021,March,2021,Mar-21,31-Mar-21,$1.46,$1.46,$1.46,$1.59,$1.50,-8.20%,-2.70%,
BKI,BKI Investment Company Limited,2021,April,2021,Apr-21,30-Apr-21,$1.50,$1.50,$1.50,$1.62,$1.53,-7.70%,-2.30%,
BKI,BKI Investment Company Limited,2021,May,2021,May-21,31-May-21,$1.51,$1.51,$1.51,$1.64,$1.54,-8.20%,-2.30%,
BKI,BKI Investment Company Limited,2021,June,2021,Jun-21,30-Jun-21,$1.62,$1.62,$1.62,$1.71,$1.59,-5.30%,1.90%,
BKI,BKI Investment Company Limited,2021,July,2022,Jul-21,30-Jul-21,$1.65,$1.65,$1.65,$1.74,$1.61,-5.50%,2.20%,
BKI,BKI Investment Company Limited,2021,August,2022,Aug-21,31-Aug-21,$1.65,$1.65,$1.65,$1.73,$1.60,-4.90%,2.80%,
BKI,BKI Investment Company Limited,2021,September,2022,Sep-21,30-Sep-21,$1.62,$1.62,$1.62,$1.71,$1.59,-5.30%,1.90%,
BKI,BKI Investment Company Limited,2021,October,2022,Oct-21,29-Oct-21,$1.64,$1.64,$1.64,$1.68,$1.58,-2.40%,3.80%,
BKI,BKI Investment Company Limited,2021,November,2022,Nov-21,30-Nov-21,$1.62,$1.62,$1.62,$1.72,$1.61,-6.10%,0.30%,
BKI,BKI Investment Company Limited,2021,December,2022,Dec-21,31-Dec-21,$1.67,$1.67,$1.67,$1.78,$1.65,-6.50%,0.90%,
BKI,BKI Investment Company Limited,2022,January,2022,Jan-22,31-Jan-22,$1.67,$1.67,$1.67,$1.69,$1.59,-1.50%,4.70%,
BKI,BKI Investment Company Limited,2022,February,2022,Feb-22,28-Feb-22,$1.63,$1.63,$1.63,$1.68,$1.57,-3.30%,3.50%,
BKI,BKI Investment Company Limited,2022,March,2022,Mar-22,31-Mar-22,$1.70,$1.70,$1.70,$1.80,$1.66,-5.60%,2.40%,
BKI,BKI Investment Company Limited,2022,April,2022,Apr-22,29-Apr-22,$1.74,$1.74,$1.74,$1.82,$1.68,-4.70%,3.30%,
BKI,BKI Investment Company Limited,2022,May,2022,May-22,31-May-22,$1.69,$1.69,$1.69,$1.77,$1.65,-4.50%,2.40%,
BKI,BKI Investment Company Limited,2022,June,2022,Jun-22,30-Jun-22,$1.66,$1.66,$1.66,$1.66,$1.58,0.00%,5.10%,
BKI,BKI Investment Company Limited,2022,July,2023,Jul-22,29-Jul-22,$1.75,$1.75,$1.75,$1.76,$1.64,-0.60%,6.70%,
BKI,BKI Investment Company Limited,2022,August,2023,Aug-22,31-Aug-22,$1.71,$1.71,$1.71,$1.72,$1.61,-0.60%,6.20%,
BKI,BKI Investment Company Limited,2022,September,2023,Sep-22,30-Sep-22,$1.63,$1.63,$1.63,$1.62,$1.54,0.60%,5.80%,
BKI,BKI Investment Company Limited,2022,October,2023,Oct-22,31-Oct-22,$1.68,$1.68,$1.68,$1.71,$1.60,-2.00%,4.70%,
BKI,BKI Investment Company Limited,2022,November,2023,Nov-22,30-Nov-22,$1.75,$1.75,$1.75,$1.80,$1.68,-3.10%,3.90%,
BKI,BKI Investment Company Limited,2022,December,2023,Dec-22,30-Dec-22,$1.80,$1.80,$1.80,$1.76,$1.65,2.00%,8.80%,
BKI,BKI Investment Company Limited,2023,January,2023,Jan-23,31-Jan-23,$1.87,$1.87,$1.87,$1.84,$1.70,1.40%,9.70%,
BKI,BKI Investment Company Limited,2023,February,2023,Feb-23,28-Feb-23,$1.80,$1.80,$1.80,$1.76,$1.64,2.00%,9.50%,
BKI,BKI Investment Company Limited,2023,March,2023,Mar-23,31-Mar-23,$1.72,$1.72,$1.72,$1.76,$1.64,-2.60%,4.60%,
BKI,BKI Investment Company Limited,2023,April,2023,Apr-23,28-Apr-23,$1.73,$1.73,$1.73,$1.80,$1.67,-4.20%,3.30%,
BKI,BKI Investment Company Limited,2023,May,2023,May-23,31-May-23,$1.70,$1.70,$1.70,$1.72,$1.62,-1.50%,4.60%,
BKI,BKI Investment Company Limited,2023,June,2023,Jun-23,30-Jun-23,$1.73,$1.73,$1.73,$1.75,$1.65,-1.40%,4.50%,
BKI,BKI Investment Company Limited,2023,July,2024,Jul-23,31-Jul-23,$1.83,$1.83,$1.83,$1.81,$1.68,0.80%,8.60%,
BKI,BKI Investment Company Limited,2023,August,2024,Aug-23,31-Aug-23,$1.76,$1.76,$1.76,$1.76,$1.64,0.00%,7.30%,
AUI,Australian United Investment Company Limited,2014,January,2014,Jan-14,31-Jan-14,$7.78,$7.91,$7.91,$8.23,$7.11,-3.90%,11.30%,
AUI,Australian United Investment Company Limited,2014,February,2014,Feb-14,28-Feb-14,,$7.90,$7.90,$8.49,$7.27,-6.90%,8.70%,
AUI,Australian United Investment Company Limited,2014,March,2014,Mar-14,31-Mar-14,$7.86,$7.99,$7.99,$8.52,$7.31,-6.20%,9.30%,
AUI,Australian United Investment Company Limited,2014,April,2014,Apr-14,30-Apr-14,$8.01,$8.15,$8.15,$8.67,$7.42,-6.00%,9.80%,
AUI,Australian United Investment Company Limited,2014,May,2014,May-14,30-May-14,$7.98,$8.11,$8.11,$8.70,$7.46,-6.80%,8.70%,
AUI,Australian United Investment Company Limited,2014,June,2014,Jun-14,30-Jun-14,$8.01,$8.15,$8.15,$8.57,$7.36,-4.90%,10.70%,
AUI,Australian United Investment Company Limited,2014,July,2015,Jul-14,31-Jul-14,$8.54,$8.68,$8.68,$8.98,$7.65,-3.30%,13.50%,
AUI,Australian United Investment Company Limited,2014,August,2015,Aug-14,29-Aug-14,$9.07,$9.22,$9.22,$8.84,$7.52,4.30%,22.60%,
AUI,Australian United Investment Company Limited,2014,September,2015,Sep-14,30-Sep-14,$8.18,$8.32,$8.32,$8.34,$7.19,-0.20%,15.70%,
AUI,Australian United Investment Company Limited,2014,October,2015,Oct-14,31-Oct-14,,$8.49,$8.49,$8.70,$7.44,-2.40%,14.10%,
AUI,Australian United Investment Company Limited,2014,November,2015,Nov-14,28-Nov-14,$7.97,$8.10,$8.10,$8.32,$7.20,-2.60%,12.50%,
AUI,Australian United Investment Company Limited,2014,December,2015,Dec-14,31-Dec-14,,$8.00,$8.00,$8.48,$7.31,-5.70%,9.40%,
AUI,Australian United Investment Company Limited,2015,January,2015,Jan-15,30-Jan-15,$8.00,$8.13,$8.13,$8.65,$7.43,-6.00%,9.40%,
AUI,Australian United Investment Company Limited,2015,February,2015,Feb-15,27-Feb-15,$8.42,$8.56,$8.56,$9.16,$7.76,-6.60%,10.30%,
AUI,Australian United Investment Company Limited,2015,March,2015,Mar-15,31-Mar-15,$8.31,$8.45,$8.45,$9.14,$7.77,-7.50%,8.80%,
AUI,Australian United Investment Company Limited,2015,April,2015,Apr-15,30-Apr-15,$8.19,$8.33,$8.33,$8.98,$7.65,-7.20%,8.90%,
AUI,Australian United Investment Company Limited,2015,May,2015,May-15,29-May-15,$8.24,$8.38,$8.38,$8.95,$7.65,-6.40%,9.50%,
AUI,Australian United Investment Company Limited,2015,June,2015,Jun-15,30-Jun-15,$8.06,$8.20,$8.20,$8.42,$7.28,-2.60%,12.60%,
AUI,Australian United Investment Company Limited,2015,July,2016,Jul-15,31-Jul-15,$8.28,$8.42,$8.42,$8.76,$7.52,-3.90%,12.00%,
AUI,Australian United Investment Company Limited,2015,August,2016,Aug-15,31-Aug-15,$8.04,$8.18,$8.18,$7.80,$6.81,4.90%,20.10%,
AUI,Australian United Investment Company Limited,2015,September,2016,Sep-15,30-Sep-15,$7.33,$7.45,$7.45,$7.49,$6.61,-0.50%,12.70%,
AUI,Australian United Investment Company Limited,2015,October,2016,Oct-15,30-Oct-15,$7.46,$7.46,$7.46,$7.84,$6.86,-4.80%,8.70%,
AUI,Australian United Investment Company Limited,2015,November,2016,Nov-15,30-Nov-15,$7.30,$7.30,$7.30,$7.70,$6.84,-5.20%,6.70%,
AUI,Australian United Investment Company Limited,2015,December,2016,Dec-15,31-Dec-15,$7.40,$7.40,$7.40,$7.83,$6.93,-5.50%,6.80%,
AUI,Australian United Investment Company Limited,2016,January,2016,Jan-16,29-Jan-16,$7.28,$7.28,$7.28,$7.32,$6.58,-0.50%,10.60%,
AUI,Australian United Investment Company Limited,2016,February,2016,Feb-16,29-Feb-16,$6.73,$6.73,$6.73,$7.03,$6.35,-4.30%,6.00%,
AUI,Australian United Investment Company Limited,2016,March,2016,Mar-16,31-Mar-16,$6.99,$6.99,$6.99,$7.36,$6.59,-5.00%,6.10%,
AUI,Australian United Investment Company Limited,2016,April,2016,Apr-16,29-Apr-16,$7.05,$7.05,$7.05,$7.68,$6.82,-8.20%,3.40%,
AUI,Australian United Investment Company Limited,2016,May,2016,May-16,31-May-16,$7.25,$7.25,$7.25,$7.82,$6.93,-7.30%,4.60%,
AUI,Australian United Investment Company Limited,2016,June,2016,Jun-16,30-Jun-16,$7.15,$7.15,$7.15,$7.57,$6.76,-5.50%,5.80%,
AUI,Australian United Investment Company Limited,2016,July,2017,Jul-16,29-Jul-16,$7.40,$7.40,$7.40,$8.10,$7.13,-8.60%,3.80%,
AUI,Australian United Investment Company Limited,2016,August,2017,Aug-16,31-Aug-16,$7.65,$7.65,$7.65,$7.79,$6.88,-1.80%,11.20%,
AUI,Australian United Investment Company Limited,2016,September,2017,Sep-16,30-Sep-16,,$7.20,$7.20,$7.87,$6.94,-8.50%,3.70%,
AUI,Australian United Investment Company Limited,2016,October,2017,Oct-16,31-Oct-16,$7.26,$7.26,$7.26,$7.71,$6.83,-5.80%,6.30%,
AUI,Australian United Investment Company Limited,2016,November,2017,Nov-16,30-Nov-16,$7.35,$7.35,$7.35,$8.00,$7.05,-8.10%,4.30%,
AUI,Australian United Investment Company Limited,2016,December,2017,Dec-16,30-Dec-16,$7.68,$7.68,$7.68,$8.34,$7.29,-7.90%,5.30%,
AUI,Australian United Investment Company Limited,2017,January,2017,Jan-17,31-Jan-17,$7.73,$7.73,$7.73,$8.30,$7.26,-6.90%,6.50%,
AUI,Australian United Investment Company Limited,2017,February,2017,Feb-17,28-Feb-17,$7.79,$7.79,$7.79,$8.35,$7.27,-6.70%,7.20%,
AUI,Australian United Investment Company Limited,2017,March,2017,Mar-17,31-Mar-17,$7.82,$7.82,$7.82,$8.69,$7.52,-10.00%,4.00%,
AUI,Australian United Investment Company Limited,2017,April,2017,Apr-17,28-Apr-17,$8.14,$8.14,$8.14,$8.85,$7.63,-8.00%,6.70%,
AUI,Australian United Investment Company Limited,2017,May,2017,May-17,31-May-17,$8.19,$8.19,$8.19,$8.54,$7.44,-4.10%,10.10%,
AUI,Australian United Investment Company Limited,2017,June,2017,Jun-17,30-Jun-17,$8.09,$8.09,$8.09,$8.57,$7.46,-5.60%,8.40%,
AUI,Australian United Investment Company Limited,2017,July,2018,Jul-17,31-Jul-17,$8.49,$8.49,$8.49,$8.58,$7.46,-1.00%,13.80%,
AUI,Australian United Investment Company Limited,2017,August,2018,Aug-17,31-Aug-17,$8.21,$8.21,$8.21,$8.44,$7.33,-2.70%,12.00%,
AUI,Australian United Investment Company Limited,2017,September,2018,Sep-17,29-Sep-17,$8.26,$8.26,$8.26,$8.44,$7.34,-2.10%,12.50%,
AUI,Australian United Investment Company Limited,2017,October,2018,Oct-17,31-Oct-17,$8.43,$8.43,$8.43,$8.75,$7.56,-3.70%,11.50%,
AUI,Australian United Investment Company Limited,2017,November,2018,Nov-17,30-Nov-17,$8.62,$8.62,$8.62,$8.86,$7.65,-2.70%,12.70%,
AUI,Australian United Investment Company Limited,2017,December,2018,Dec-17,29-Dec-17,$8.70,$8.70,$8.70,$9.04,$7.79,-3.80%,11.70%,
AUI,Australian United Investment Company Limited,2018,January,2018,Jan-18,31-Jan-18,$9.05,$9.05,$9.05,$9.01,$7.77,0.40%,16.50%,
