lic_ticker,lic_name,month_year,year,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
PL8,Plato Income Maximiser Limited,Mar-22,2022,1.24,1.14,1.14,8.62,8.24,
PL8,Plato Income Maximiser Limited,Apr-22,2022,1.28,1.13,1.13,13.58,13.07,
PL8,Plato Income Maximiser Limited,May-22,2022,1.24,1.08,1.1,14.39,12.93,
PL8,Plato Income Maximiser Limited,Jun-22,2022,1.17,0.98,1.04,18.9,12.83,
PL8,Plato Income Maximiser Limited,Jul-22,2023,1.2,1.03,1.07,16.85,12.68,
PL8,Plato Income Maximiser Limited,Aug-22,2023,1.21,1.04,1.08,15.53,12.09,
PL8,Plato Income Maximiser Limited,Sep-22,2023,1.17,0.98,1.04,18.39,12.24,
PL8,Plato Income Maximiser Limited,Oct-22,2023,1.22,1.04,1.07,17.05,13.13,
PL8,Plato Income Maximiser Limited,Nov-22,2023,1.17,1.1,1.12,6.36,4.93,
PL8,Plato Income Maximiser Limited,Dec-22,2023,1.19,1.05,1.08,12.43,9.32,
PL8,Plato Income Maximiser Limited,Jan-23,2023,1.22,1.1,1.12,10.05,8.77,
PL8,Plato Income Maximiser Limited,Feb-23,2023,1.24,1.07,1.1,15.46,13.24,
PL8,Plato Income Maximiser Limited,Mar-23,2023,1.25,1.06,1.09,17.34,14.33,
PL8,Plato Income Maximiser Limited,Apr-23,2023,1.25,1.07,1.09,16.71,14.26,
PL8,Plato Income Maximiser Limited,May-23,2023,1.25,1.03,1.07,21.12,17.37,
PL8,Plato Income Maximiser Limited,Jun-23,2023,1.27,1.04,1.07,22.12,18.36,
PL8,Plato Income Maximiser Limited,Jul-23,2024,1.25,1.06,1.08,18.15,15.31,
PL8,Plato Income Maximiser Limited,Aug-23,2024,1.25,1.06,1.08,18.48,15.74,
DJW,Djerriwarrh Investments Limited,Jan-14,2014,4.57,3.55,3.47,28.73,31.7,
DJW,Djerriwarrh Investments Limited,Feb-14,2014,4.55,3.73,3.6,21.98,26.39,
DJW,Djerriwarrh Investments Limited,Mar-14,2014,4.54,3.74,3.61,21.39,25.76,
DJW,Djerriwarrh Investments Limited,Apr-14,2014,4.46,3.79,3.65,17.68,22.19,
DJW,Djerriwarrh Investments Limited,May-14,2014,4.7,3.84,3.69,22.4,27.37,
DJW,Djerriwarrh Investments Limited,Jun-14,2014,4.71,3.76,3.66,25.27,28.69,
DJW,Djerriwarrh Investments Limited,Jul-14,2015,4.95,3.91,3.76,26.6,31.65,
DJW,Djerriwarrh Investments Limited,Aug-14,2015,4.66,3.76,3.63,23.94,28.37,
DJW,Djerriwarrh Investments Limited,Sep-14,2015,4.51,3.57,3.51,26.33,28.49,
DJW,Djerriwarrh Investments Limited,Oct-14,2015,4.51,3.69,3.58,22.22,25.98,
DJW,Djerriwarrh Investments Limited,Nov-14,2015,4.52,3.53,3.48,28.05,29.89,
DJW,Djerriwarrh Investments Limited,Dec-14,2015,4.61,3.56,3.52,29.49,30.97,
DJW,Djerriwarrh Investments Limited,Jan-15,2015,4.58,3.52,3.46,30.11,32.37,
DJW,Djerriwarrh Investments Limited,Feb-15,2015,4.61,3.75,3.64,22.93,26.65,
DJW,Djerriwarrh Investments Limited,Mar-15,2015,4.56,3.7,3.63,23.24,25.62,
DJW,Djerriwarrh Investments Limited,Apr-15,2015,4.56,3.66,3.61,24.59,26.32,
DJW,Djerriwarrh Investments Limited,May-15,2015,4.6,3.67,3.62,25.34,27.07,
DJW,Djerriwarrh Investments Limited,Jun-15,2015,4.69,3.52,3.5,33.24,34,
DJW,Djerriwarrh Investments Limited,Jul-15,2016,4.89,3.65,3.59,33.97,36.21,
DJW,Djerriwarrh Investments Limited,Aug-15,2016,4.38,3.18,3.23,37.74,35.6,
DJW,Djerriwarrh Investments Limited,Sep-15,2016,4.11,3.06,3.16,34.31,30.06,
DJW,Djerriwarrh Investments Limited,Oct-15,2016,4.15,3.21,3.26,29.28,27.3,
DJW,Djerriwarrh Investments Limited,Nov-15,2016,4.26,3.17,3.24,34.38,31.48,
DJW,Djerriwarrh Investments Limited,Dec-15,2016,4.3,3.21,3.27,33.96,31.5,
DJW,Djerriwarrh Investments Limited,Jan-16,2016,4.2,2.89,3.02,45.33,39.07,
DJW,Djerriwarrh Investments Limited,Feb-16,2016,3.86,2.84,3,35.92,28.67,
DJW,Djerriwarrh Investments Limited,Mar-16,2016,4.12,2.99,3.11,37.79,32.48,
DJW,Djerriwarrh Investments Limited,Apr-16,2016,4.01,3.1,3.19,29.35,25.71,
DJW,Djerriwarrh Investments Limited,May-16,2016,4.09,3.21,3.26,27.41,25.46,
DJW,Djerriwarrh Investments Limited,Jun-16,2016,4.08,3.09,3.18,32.04,28.3,
DJW,Djerriwarrh Investments Limited,Jul-16,2017,4.02,3.28,3.31,22.56,21.45,
DJW,Djerriwarrh Investments Limited,Aug-16,2017,3.64,3.1,3.15,17.42,15.56,
DJW,Djerriwarrh Investments Limited,Sep-16,2017,3.56,3.12,3.17,14.1,12.3,
DJW,Djerriwarrh Investments Limited,Oct-16,2017,3.55,3.05,3.13,16.39,13.42,
DJW,Djerriwarrh Investments Limited,Nov-16,2017,3.59,3.15,3.2,13.97,12.19,
DJW,Djerriwarrh Investments Limited,Dec-16,2017,3.78,3.29,3.29,14.89,14.89,
DJW,Djerriwarrh Investments Limited,Jan-17,2017,3.73,3.15,3.16,18.41,18.04,
DJW,Djerriwarrh Investments Limited,Feb-17,2017,3.65,3.19,3.2,14.42,14.06,
DJW,Djerriwarrh Investments Limited,Mar-17,2017,3.69,3.28,3.27,12.5,12.84,
DJW,Djerriwarrh Investments Limited,Apr-17,2017,3.62,3.32,3.29,9.04,10.03,
DJW,Djerriwarrh Investments Limited,May-17,2017,3.6,3.24,3.25,11.11,10.77,
DJW,Djerriwarrh Investments Limited,Jun-17,2017,3.68,3.24,3.26,13.58,12.88,
DJW,Djerriwarrh Investments Limited,Jul-17,2018,3.83,3.24,3.26,18.21,17.48,
DJW,Djerriwarrh Investments Limited,Aug-17,2018,3.54,3.13,3.16,13.1,12.03,
DJW,Djerriwarrh Investments Limited,Sep-17,2018,3.54,3.13,3.16,13.1,12.03,
DJW,Djerriwarrh Investments Limited,Oct-17,2018,3.49,3.25,3.24,7.38,7.72,
DJW,Djerriwarrh Investments Limited,Nov-17,2018,3.6,3.29,3.27,9.42,10.09,
DJW,Djerriwarrh Investments Limited,Dec-17,2018,3.6,3.36,3.32,7.14,8.43,
DJW,Djerriwarrh Investments Limited,Jan-18,2018,3.48,3.26,3.22,6.75,8.07,
DJW,Djerriwarrh Investments Limited,Feb-18,2018,3.44,3.25,3.23,5.85,6.5,
DJW,Djerriwarrh Investments Limited,Mar-18,2018,3.28,3.12,3.15,5.13,4.13,
DJW,Djerriwarrh Investments Limited,Apr-18,2018,3.2,3.22,3.22,-0.62,-0.62,
DJW,Djerriwarrh Investments Limited,May-18,2018,3.44,3.23,3.23,6.5,6.5,
DJW,Djerriwarrh Investments Limited,Jun-18,2018,3.38,3.31,3.29,2.11,2.74,
DJW,Djerriwarrh Investments Limited,Jul-18,2019,3.57,3.38,3.34,5.62,6.89,
DJW,Djerriwarrh Investments Limited,Aug-18,2019,3.4,3.3,3.26,3.03,4.29,
DJW,Djerriwarrh Investments Limited,Sep-18,2019,3.43,3.26,3.25,5.21,5.54,
DJW,Djerriwarrh Investments Limited,Oct-18,2019,3.23,3.05,3.1,5.9,4.19,
DJW,Djerriwarrh Investments Limited,Nov-18,2019,3.22,2.98,3.06,8.05,5.23,
DJW,Djerriwarrh Investments Limited,Dec-18,2019,3.15,2.95,3.04,6.78,3.62,
DJW,Djerriwarrh Investments Limited,Jan-19,2019,3.2,2.94,3.01,8.84,6.31,
DJW,Djerriwarrh Investments Limited,Feb-19,2019,3.18,3.13,3.14,1.6,1.27,
DJW,Djerriwarrh Investments Limited,Mar-19,2019,3.23,3.13,3.15,3.19,2.54,
DJW,Djerriwarrh Investments Limited,Apr-19,2019,3.12,3.2,3.2,-2.5,-2.5,
DJW,Djerriwarrh Investments Limited,May-19,2019,3.19,3.23,3.21,-1.24,-0.62,
DJW,Djerriwarrh Investments Limited,Jun-19,2019,3.45,3.31,3.28,4.23,5.18,
DJW,Djerriwarrh Investments Limited,Jul-19,2020,3.64,3.4,3.34,7.06,8.98,
DJW,Djerriwarrh Investments Limited,Aug-19,2020,3.44,3.22,3.19,6.83,7.84,
DJW,Djerriwarrh Investments Limited,Sep-19,2020,3.52,3.27,3.24,7.65,8.64,
DJW,Djerriwarrh Investments Limited,Oct-19,2020,3.55,3.28,3.24,8.23,9.57,
DJW,Djerriwarrh Investments Limited,Nov-19,2020,3.61,3.35,3.3,7.76,9.39,
DJW,Djerriwarrh Investments Limited,Dec-19,2020,3.66,3.28,3.27,11.59,11.93,
DJW,Djerriwarrh Investments Limited,Jan-20,2020,3.47,3.33,3.27,4.2,6.12,
DJW,Djerriwarrh Investments Limited,Feb-20,2020,3.1,3.05,3.09,1.64,0.32,
DJW,Djerriwarrh Investments Limited,Mar-20,2020,2.37,2.28,2.55,3.95,-7.06,
DJW,Djerriwarrh Investments Limited,Apr-20,2020,2.55,2.5,2.71,2,-5.9,
DJW,Djerriwarrh Investments Limited,May-20,2020,2.55,2.64,2.8,-3.41,-8.93,
DJW,Djerriwarrh Investments Limited,Jun-20,2020,2.55,2.7,2.84,-5.56,-10.21,
DJW,Djerriwarrh Investments Limited,Jul-20,2021,2.66,2.71,2.85,-1.85,-6.67,
DJW,Djerriwarrh Investments Limited,Aug-20,2021,2.55,2.75,2.86,-7.27,-10.84,
DJW,Djerriwarrh Investments Limited,Sep-20,2021,2.42,2.66,2.8,-9.02,-13.57,
DJW,Djerriwarrh Investments Limited,Oct-20,2021,2.55,2.7,2.83,-5.56,-9.89,
DJW,Djerriwarrh Investments Limited,Nov-20,2021,3.13,2.99,3.02,4.68,3.64,
DJW,Djerriwarrh Investments Limited,Dec-20,2021,3.1,3.01,3.04,2.99,1.97,
DJW,Djerriwarrh Investments Limited,Jan-21,2021,3,2.98,2.99,0.67,0.33,
DJW,Djerriwarrh Investments Limited,Feb-21,2021,2.95,2.98,2.99,-1.01,-1.34,
DJW,Djerriwarrh Investments Limited,Mar-21,2021,2.78,3.06,3.07,-9.15,-9.45,
DJW,Djerriwarrh Investments Limited,Apr-21,2021,2.85,3.15,3.13,-9.52,-8.95,
DJW,Djerriwarrh Investments Limited,May-21,2021,2.93,3.21,3.18,-8.72,-7.86,
DJW,Djerriwarrh Investments Limited,Jun-21,2021,3.07,3.32,3.26,-7.53,-5.83,
DJW,Djerriwarrh Investments Limited,Jul-21,2022,3.14,3.41,3.31,-7.92,-5.14,
DJW,Djerriwarrh Investments Limited,Aug-21,2022,3.12,3.5,3.36,-10.86,-7.14,
DJW,Djerriwarrh Investments Limited,Sep-21,2022,3.15,3.41,3.31,-7.62,-4.83,
DJW,Djerriwarrh Investments Limited,Oct-21,2022,3.28,3.39,3.31,-3.24,-0.91,
DJW,Djerriwarrh Investments Limited,Nov-21,2022,3.23,3.4,3.32,-5,-2.71,
DJW,Djerriwarrh Investments Limited,Dec-21,2022,3.31,3.47,3.36,-4.61,-1.49,
DJW,Djerriwarrh Investments Limited,Jan-22,2022,3.2,3.22,3.19,-0.62,0.31,
DJW,Djerriwarrh Investments Limited,Feb-22,2022,3.1,3.17,3.14,-2.21,-1.27,
DJW,Djerriwarrh Investments Limited,Mar-22,2022,3.2,3.31,3.25,-3.32,-1.54,
DJW,Djerriwarrh Investments Limited,Apr-22,2022,3.15,3.32,3.25,-5.12,-3.08,
DJW,Djerriwarrh Investments Limited,May-22,2022,3.1,3.17,3.17,-2.21,-2.21,
DJW,Djerriwarrh Investments Limited,Jun-22,2022,2.86,2.95,3.01,-3.05,-4.98,
DJW,Djerriwarrh Investments Limited,Jul-22,2023,2.93,3.16,3.16,-7.28,-7.28,
DJW,Djerriwarrh Investments Limited,Aug-22,2023,2.84,3.05,3.06,-6.89,-7.19,
DJW,Djerriwarrh Investments Limited,Sep-22,2023,2.74,2.81,2.9,-2.49,-5.52,
DJW,Djerriwarrh Investments Limited,Oct-22,2023,2.76,3.01,3.04,-8.31,-9.21,
DJW,Djerriwarrh Investments Limited,Nov-22,2023,2.99,3.16,3.15,-5.38,-5.08,
DJW,Djerriwarrh Investments Limited,Dec-22,2023,2.81,3.03,3.07,-7.26,-8.47,
DJW,Djerriwarrh Investments Limited,Jan-23,2023,2.87,3.16,3.14,-9.18,-8.6,
DJW,Djerriwarrh Investments Limited,Feb-23,2023,2.8,3.1,3.1,-9.68,-9.68,
DJW,Djerriwarrh Investments Limited,Mar-23,2023,2.83,3.08,3.1,-8.12,-8.71,
DJW,Djerriwarrh Investments Limited,Apr-23,2023,2.82,3.19,3.17,-11.6,-11.04,
DJW,Djerriwarrh Investments Limited,May-23,2023,2.82,3.1,3.12,-9.03,-9.62,
DJW,Djerriwarrh Investments Limited,Jun-23,2023,2.84,3.16,3.16,-10.13,-10.13,
