lic_ticker,lic_name,month_year,year,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
ALI,Argo Global Listed Infrastructure Limited,May-23,2023,2.21,2.37,2.35,-6.75,-5.96,
ALI,Argo Global Listed Infrastructure Limited,Jun-23,2023,2.27,2.39,2.36,-5.02,-3.81,
ALI,Argo Global Listed Infrastructure Limited,Jul-23,2024,2.19,2.4,2.37,-8.75,-7.59,
ALI,Argo Global Listed Infrastructure Limited,Aug-23,2024,2.18,2.3,2.29,-5.22,-4.8,
PMC,Platinum Capital Limited,Jan-14,2014,1.82,1.66,1.55,9.34,17.1,
PMC,Platinum Capital Limited,Feb-14,2014,1.8,1.71,1.55,5.26,16.13,
PMC,Platinum Capital Limited,Mar-14,2014,1.8,1.61,1.5,11.49,19.67,
PMC,Platinum Capital Limited,Apr-14,2014,1.66,1.58,1.48,5.06,12.16,
PMC,Platinum Capital Limited,May-14,2014,1.75,1.61,1.51,8.7,15.89,
PMC,Platinum Capital Limited,Jun-14,2014,1.77,1.64,1.53,7.62,15.36,
PMC,Platinum Capital Limited,Jul-14,2015,1.88,1.66,1.54,13.25,22.08,
PMC,Platinum Capital Limited,Aug-14,2015,1.8,1.64,1.48,9.45,21.28,
PMC,Platinum Capital Limited,Sep-14,2015,1.81,1.64,1.51,10.37,19.87,
PMC,Platinum Capital Limited,Oct-14,2015,1.77,1.59,1.48,11.01,19.26,
PMC,Platinum Capital Limited,Nov-14,2015,1.84,1.67,1.54,9.88,19.16,
PMC,Platinum Capital Limited,Dec-14,2015,1.82,1.65,1.56,10.3,16.67,
PMC,Platinum Capital Limited,Jan-15,2015,1.85,1.68,1.61,10.12,14.91,
PMC,Platinum Capital Limited,Feb-15,2015,1.77,1.73,1.59,2.31,11.32,
PMC,Platinum Capital Limited,Mar-15,2015,1.79,1.69,1.61,5.62,10.87,
PMC,Platinum Capital Limited,Apr-15,2015,1.78,1.7,1.62,4.41,9.57,
PMC,Platinum Capital Limited,May-15,2015,1.89,1.77,1.67,6.78,13.17,
PMC,Platinum Capital Limited,Jun-15,2015,1.77,1.7,1.62,4.12,9.26,
PMC,Platinum Capital Limited,Jul-15,2016,1.89,1.75,1.65,7.71,14.24,
PMC,Platinum Capital Limited,Aug-15,2016,1.93,1.62,1.55,18.83,24.19,
PMC,Platinum Capital Limited,Sep-15,2016,1.86,1.6,1.54,16.25,20.78,
PMC,Platinum Capital Limited,Oct-15,2016,1.85,1.65,1.59,12.12,16.35,
PMC,Platinum Capital Limited,Nov-15,2016,1.88,1.61,1.56,16.46,20.19,
PMC,Platinum Capital Limited,Dec-15,2016,1.9,1.58,1.55,20.25,22.58,
PMC,Platinum Capital Limited,Jan-16,2016,1.78,1.51,1.5,17.88,18.67,
PMC,Platinum Capital Limited,Feb-16,2016,1.66,1.45,1.45,14.48,14.48,
PMC,Platinum Capital Limited,Mar-16,2016,1.69,1.46,1.46,15.41,15.41,
PMC,Platinum Capital Limited,Apr-16,2016,1.71,1.47,1.47,16.33,16.33,
PMC,Platinum Capital Limited,May-16,2016,1.64,1.52,1.5,7.57,9,
PMC,Platinum Capital Limited,Jun-16,2016,1.62,1.44,1.45,12.5,11.72,
PMC,Platinum Capital Limited,Jul-16,2017,1.61,1.49,1.48,8.05,8.78,
PMC,Platinum Capital Limited,Aug-16,2017,1.5,1.5,1.48,0,1.35,
PMC,Platinum Capital Limited,Sep-16,2017,1.51,1.49,1.47,1.01,2.38,
PMC,Platinum Capital Limited,Oct-16,2017,1.54,1.49,1.47,3.36,4.76,
PMC,Platinum Capital Limited,Nov-16,2017,1.57,1.51,1.49,3.97,5.37,
PMC,Platinum Capital Limited,Dec-16,2017,1.6,1.56,1.51,2.24,5.63,
PMC,Platinum Capital Limited,Jan-17,2017,1.6,1.54,1.5,3.9,6.67,
PMC,Platinum Capital Limited,Feb-17,2017,1.58,1.51,1.47,4.64,7.48,
PMC,Platinum Capital Limited,Mar-17,2017,1.5,1.55,1.51,-3.55,-0.99,
PMC,Platinum Capital Limited,Apr-17,2017,1.57,1.6,1.54,-2.19,1.62,
PMC,Platinum Capital Limited,May-17,2017,1.61,1.66,1.58,-3.31,1.58,
PMC,Platinum Capital Limited,Jun-17,2017,1.69,1.63,1.57,3.37,7.32,
PMC,Platinum Capital Limited,Jul-17,2018,1.77,1.65,1.58,6.97,11.71,
PMC,Platinum Capital Limited,Aug-17,2018,1.67,1.64,1.55,1.83,7.74,
PMC,Platinum Capital Limited,Sep-17,2018,1.77,1.69,1.59,4.73,11.32,
PMC,Platinum Capital Limited,Oct-17,2018,1.91,1.79,1.66,6.42,14.76,
PMC,Platinum Capital Limited,Nov-17,2018,1.97,1.8,1.67,9.17,17.66,
PMC,Platinum Capital Limited,Dec-17,2018,2.02,1.79,1.67,12.85,20.96,
PMC,Platinum Capital Limited,Jan-18,2018,1.98,1.84,1.7,7.34,16.18,
PMC,Platinum Capital Limited,Feb-18,2018,1.93,1.76,1.64,9.66,17.68,
PMC,Platinum Capital Limited,Mar-18,2018,1.99,1.78,1.65,11.52,20.3,
PMC,Platinum Capital Limited,Apr-18,2018,1.98,1.8,1.68,10,17.86,
PMC,Platinum Capital Limited,May-18,2018,2.03,1.78,1.67,14.04,21.56,
PMC,Platinum Capital Limited,Jun-18,2018,2.09,1.75,1.65,19.43,26.67,
PMC,Platinum Capital Limited,Jul-18,2019,1.92,1.75,1.65,9.71,16.36,
PMC,Platinum Capital Limited,Aug-18,2019,1.85,1.67,1.58,10.78,17.09,
PMC,Platinum Capital Limited,Sep-18,2019,1.87,1.67,1.58,11.68,18.04,
PMC,Platinum Capital Limited,Oct-18,2019,1.79,1.57,1.51,14.01,18.54,
PMC,Platinum Capital Limited,Nov-18,2019,1.8,1.53,1.49,17.65,20.81,
PMC,Platinum Capital Limited,Dec-18,2019,1.76,1.5,1.49,17,17.79,
PMC,Platinum Capital Limited,Jan-19,2019,1.72,1.55,1.52,10.97,13.16,
PMC,Platinum Capital Limited,Feb-19,2019,1.69,1.55,1.5,9.03,12.67,
PMC,Platinum Capital Limited,Mar-19,2019,1.62,1.56,1.51,3.85,7.28,
PMC,Platinum Capital Limited,Apr-19,2019,1.63,1.62,1.56,0.31,4.17,
PMC,Platinum Capital Limited,May-19,2019,1.62,1.51,1.48,6.95,9.12,
PMC,Platinum Capital Limited,Jun-19,2019,1.57,1.57,1.53,0,2.61,
PMC,Platinum Capital Limited,Jul-19,2020,1.62,1.6,1.55,1.25,4.52,
PMC,Platinum Capital Limited,Aug-19,2020,1.49,1.53,1.49,-2.61,0,
PMC,Platinum Capital Limited,Sep-19,2020,1.55,1.57,1.52,-1.59,1.64,
PMC,Platinum Capital Limited,Oct-19,2020,1.56,1.57,1.53,-0.96,1.63,
PMC,Platinum Capital Limited,Nov-19,2020,1.56,1.6,1.55,-2.5,0.65,
PMC,Platinum Capital Limited,Dec-19,2020,1.72,1.62,1.56,6.17,10.26,
PMC,Platinum Capital Limited,Jan-20,2020,1.64,1.59,1.54,3.14,6.49,
PMC,Platinum Capital Limited,Feb-20,2020,1.29,1.52,1.48,-15.46,-13.18,
PMC,Platinum Capital Limited,Mar-20,2020,1.26,1.41,1.41,-10.99,-10.99,
PMC,Platinum Capital Limited,Apr-20,2020,1.23,1.41,1.43,-13.12,-14.34,
PMC,Platinum Capital Limited,May-20,2020,1.24,1.4,1.42,-11.79,-13.03,
PMC,Platinum Capital Limited,Jun-20,2020,1.25,1.41,1.42,-11.35,-11.97,
PMC,Platinum Capital Limited,Jul-20,2021,1.27,1.41,1.42,-9.93,-10.56,
PMC,Platinum Capital Limited,Aug-20,2021,1.3,1.41,1.41,-7.8,-7.8,
PMC,Platinum Capital Limited,Sep-20,2021,1.27,1.39,1.4,-8.99,-9.64,
PMC,Platinum Capital Limited,Oct-20,2021,1.22,1.42,1.42,-14.44,-14.44,
PMC,Platinum Capital Limited,Nov-20,2021,1.37,1.56,1.52,-12.5,-10.2,
PMC,Platinum Capital Limited,Dec-20,2021,1.46,1.57,1.53,-7.01,-4.58,
PMC,Platinum Capital Limited,Jan-21,2021,1.47,1.57,1.52,-6.69,-3.62,
PMC,Platinum Capital Limited,Feb-21,2021,1.46,1.64,1.56,-11.28,-6.73,
PMC,Platinum Capital Limited,Mar-21,2021,1.53,1.66,1.57,-7.83,-2.55,
PMC,Platinum Capital Limited,Apr-21,2021,1.52,1.66,1.58,-8.43,-3.8,
PMC,Platinum Capital Limited,May-21,2021,1.57,1.7,1.61,-7.94,-2.8,
PMC,Platinum Capital Limited,Jun-21,2021,1.52,1.68,1.6,-9.52,-5,
PMC,Platinum Capital Limited,Jul-21,2022,1.5,1.66,1.59,-9.64,-5.66,
PMC,Platinum Capital Limited,Aug-21,2022,1.46,1.63,1.56,-10.74,-6.73,
PMC,Platinum Capital Limited,Sep-21,2022,1.41,1.62,1.55,-12.96,-9.03,
PMC,Platinum Capital Limited,Oct-21,2022,1.41,1.54,1.5,-8.44,-6,
PMC,Platinum Capital Limited,Nov-21,2022,1.46,1.61,1.55,-9.32,-5.81,
PMC,Platinum Capital Limited,Dec-21,2022,1.5,1.64,1.57,-8.84,-4.78,
PMC,Platinum Capital Limited,Jan-22,2022,1.48,1.68,1.61,-11.9,-8.07,
PMC,Platinum Capital Limited,Feb-22,2022,1.46,1.58,1.53,-7.59,-4.58,
PMC,Platinum Capital Limited,Mar-22,2022,1.35,1.48,1.46,-8.78,-7.53,
PMC,Platinum Capital Limited,Apr-22,2022,1.32,1.53,1.49,-13.73,-11.41,
PMC,Platinum Capital Limited,May-22,2022,1.32,1.54,1.5,-14.61,-12.33,
PMC,Platinum Capital Limited,Jun-22,2022,1.26,1.47,1.46,-14.29,-13.7,
PMC,Platinum Capital Limited,Jul-22,2023,1.32,1.46,1.45,-9.59,-8.97,
PMC,Platinum Capital Limited,Aug-22,2023,1.27,1.42,1.41,-10.56,-9.93,
PMC,Platinum Capital Limited,Sep-22,2023,1.15,1.42,1.42,-19.01,-19.01,
PMC,Platinum Capital Limited,Oct-22,2023,1.19,1.43,1.43,-16.78,-16.78,
PMC,Platinum Capital Limited,Nov-22,2023,1.3,1.53,1.5,-15.03,-13.33,
PMC,Platinum Capital Limited,Dec-22,2023,1.27,1.52,1.5,-16.45,-15.33,
PMC,Platinum Capital Limited,Jan-23,2023,1.36,1.56,1.54,-13.14,-12.01,
PMC,Platinum Capital Limited,Feb-23,2023,1.34,1.55,1.52,-13.55,-11.84,
PMC,Platinum Capital Limited,Mar-23,2023,1.31,1.57,1.53,-16.56,-14.38,
PMC,Platinum Capital Limited,Apr-23,2023,1.34,1.58,1.54,-15.19,-12.99,
PMC,Platinum Capital Limited,May-23,2023,1.29,1.56,1.53,-17.31,-15.69,
PMC,Platinum Capital Limited,Jun-23,2023,1.26,1.55,1.53,-18.71,-17.65,
PMC,Platinum Capital Limited,Jul-23,2024,1.32,1.6,1.56,-17.5,-15.38,
PMC,Platinum Capital Limited,Aug-23,2024,1.32,1.56,1.52,-15.38,-13.16,
WMI,WAM Microcap Limited,Jul-17,2018,1.19,1.13,1.12,5.38,6.22,
WMI,WAM Microcap Limited,Aug-17,2018,1.23,1.15,1.13,7.11,8.45,
WMI,WAM Microcap Limited,Sep-17,2018,1.34,1.17,1.15,14.43,16.18,
WMI,WAM Microcap Limited,Oct-17,2018,1.38,1.23,1.19,12.23,15.54,
WMI,WAM Microcap Limited,Nov-17,2018,1.33,1.3,1.24,2.07,6.86,
WMI,WAM Microcap Limited,Dec-17,2018,1.46,1.35,1.27,8.55,14.61,
WMI,WAM Microcap Limited,Jan-18,2018,1.52,1.37,1.29,10.79,17.56,
WMI,WAM Microcap Limited,Feb-18,2018,1.54,1.34,1.27,14.69,20.99,
WMI,WAM Microcap Limited,Mar-18,2018,1.48,1.31,1.25,13.16,18.35,
WMI,WAM Microcap Limited,Apr-18,2018,1.4,1.28,1.23,9.24,13.66,
WMI,WAM Microcap Limited,May-18,2018,1.4,1.33,1.27,5.29,10.56,
WMI,WAM Microcap Limited,Jun-18,2018,1.43,1.35,1.28,5.2,10.98,
WMI,WAM Microcap Limited,Jul-18,2019,1.44,1.33,1.29,8.25,11.56,
WMI,WAM Microcap Limited,Aug-18,2019,1.47,1.39,1.33,5.62,10.12,
WMI,WAM Microcap Limited,Sep-18,2019,1.48,1.39,1.34,6.32,10.65,
WMI,WAM Microcap Limited,Oct-18,2019,1.33,1.26,1.23,5.69,7.88,
WMI,WAM Microcap Limited,Nov-18,2019,1.3,1.23,1.21,5.21,6.69,
WMI,WAM Microcap Limited,Dec-18,2019,1.27,1.19,1.19,6.73,7.17,
WMI,WAM Microcap Limited,Jan-19,2019,1.24,1.21,1.2,2.5,3.42,
WMI,WAM Microcap Limited,Feb-19,2019,1.26,1.26,1.24,-0.66,1.46,
WMI,WAM Microcap Limited,Mar-19,2019,1.24,1.27,1.24,-2.43,-0.46,
WMI,WAM Microcap Limited,Apr-19,2019,1.2,1.31,1.26,-8.43,-5.27,
WMI,WAM Microcap Limited,May-19,2019,1.26,1.31,1.26,-3.63,-0.27,
WMI,WAM Microcap Limited,Jun-19,2019,1.22,1.32,1.27,-7.9,-4.45,
WMI,WAM Microcap Limited,Jul-19,2020,1.28,1.4,1.34,-8.64,-4.15,
WMI,WAM Microcap Limited,Aug-19,2020,1.36,1.37,1.33,-0.62,2.63,
WMI,WAM Microcap Limited,Sep-19,2020,1.42,1.43,1.38,-0.96,3.19,
WMI,WAM Microcap Limited,Oct-19,2020,1.42,1.43,1.37,-0.84,3.92,
WMI,WAM Microcap Limited,Nov-19,2020,1.52,1.43,1.36,6.54,11.5,
WMI,WAM Microcap Limited,Dec-19,2020,1.45,1.43,1.37,1.3,6.12,
WMI,WAM Microcap Limited,Jan-20,2020,1.47,1.48,1.4,-0.74,4.93,
WMI,WAM Microcap Limited,Feb-20,2020,1.35,1.33,1.3,1.4,4.09,
WMI,WAM Microcap Limited,Mar-20,2020,1.05,1.04,1.09,0.63,-4.41,
WMI,WAM Microcap Limited,Apr-20,2020,1.13,1.16,1.17,-3.05,-3.81,
WMI,WAM Microcap Limited,May-20,2020,1.25,1.26,1.24,-1.08,0.49,
WMI,WAM Microcap Limited,Jun-20,2020,1.22,1.31,1.28,-7.06,-4.45,
WMI,WAM Microcap Limited,Jul-20,2021,1.4,1.38,1.33,1.16,5.01,
WMI,WAM Microcap Limited,Aug-20,2021,1.47,1.49,1.42,-1.16,3.51,
WMI,WAM Microcap Limited,Sep-20,2021,1.58,1.47,1.42,6.79,11.04,
WMI,WAM Microcap Limited,Oct-20,2021,1.54,1.44,1.38,7.22,11.99,
WMI,WAM Microcap Limited,Nov-20,2021,1.65,1.56,1.46,5.73,12.76,
WMI,WAM Microcap Limited,Dec-20,2021,1.89,1.59,1.49,19.21,27.16,
WMI,WAM Microcap Limited,Jan-21,2021,1.8,1.61,1.5,11.93,19.82,
WMI,WAM Microcap Limited,Feb-21,2021,1.95,1.67,1.55,16.77,26.12,
WMI,WAM Microcap Limited,Mar-21,2021,2.08,1.65,1.55,25.75,34.57,
WMI,WAM Microcap Limited,Apr-21,2021,1.87,1.69,1.57,10.7,19.35,
WMI,WAM Microcap Limited,May-21,2021,1.92,1.68,1.57,14.48,22.53,
WMI,WAM Microcap Limited,Jun-21,2021,1.83,1.69,1.58,7.82,15.67,
WMI,WAM Microcap Limited,Jul-21,2022,1.82,1.68,1.6,8.33,13.8,
WMI,WAM Microcap Limited,Aug-21,2022,2.06,1.76,1.66,17.07,24.43,
WMI,WAM Microcap Limited,Sep-21,2022,2.12,1.78,1.67,19.3,26.98,
WMI,WAM Microcap Limited,Oct-21,2022,2.03,1.74,1.62,16.71,25.28,
WMI,WAM Microcap Limited,Nov-21,2022,1.89,1.76,1.63,7.4,15.62,
WMI,WAM Microcap Limited,Dec-21,2022,1.9,1.76,1.64,7.8,15.96,
WMI,WAM Microcap Limited,Jan-22,2022,1.8,1.64,1.56,9.22,15.42,
WMI,WAM Microcap Limited,Feb-22,2022,1.83,1.63,1.55,12,18.06,
WMI,WAM Microcap Limited,Mar-22,2022,1.99,1.64,1.56,21.12,26.86,
WMI,WAM Microcap Limited,Apr-22,2022,1.84,1.51,1.47,21.77,25.35,
WMI,WAM Microcap Limited,May-22,2022,1.74,1.39,1.39,24.41,25.14,
WMI,WAM Microcap Limited,Jun-22,2022,1.63,1.24,1.28,30.74,26.92,
WMI,WAM Microcap Limited,Jul-22,2023,1.56,1.37,1.37,14.25,13.67,
WMI,WAM Microcap Limited,Aug-22,2023,1.63,1.39,1.39,17.33,17.28,
WMI,WAM Microcap Limited,Sep-22,2023,1.52,1.31,1.33,16.41,13.95,
WMI,WAM Microcap Limited,Oct-22,2023,1.52,1.32,1.33,14.82,14.01,
WMI,WAM Microcap Limited,Nov-22,2023,1.63,1.34,1.34,21.69,21.26,
WMI,WAM Microcap Limited,Dec-22,2023,1.52,1.3,1.32,16.29,14.89,
WMI,WAM Microcap Limited,Jan-23,2023,1.55,1.37,1.37,12.53,12.96,
WMI,WAM Microcap Limited,Feb-23,2023,1.59,1.33,1.34,19.07,18.38,
WMI,WAM Microcap Limited,Mar-23,2023,1.58,1.31,1.33,20.66,19.23,
WMI,WAM Microcap Limited,Apr-23,2023,1.5,1.3,1.3,15.46,15.09,
WMI,WAM Microcap Limited,May-23,2023,1.45,1.27,1.28,13.76,12.63,
WMI,WAM Microcap Limited,Jun-23,2023,1.41,1.3,1.3,8.34,8.05,
WMI,WAM Microcap Limited,Jul-23,2024,1.5,1.33,1.34,12.81,11.97,
WMI,WAM Microcap Limited,Aug-23,2024,1.59,1.3,1.32,21.97,20.36,
PAI,Platinum Asia Investments Limited,Sep-15,2016,0.99,0.97,0.97,2.19,2.19,
PAI,Platinum Asia Investments Limited,Oct-15,2016,1.02,1,1,1.1,1.22,
PAI,Platinum Asia Investments Limited,Nov-15,2016,1.04,0.98,0.98,6.6,6.6,
PAI,Platinum Asia Investments Limited,Dec-15,2016,1.03,0.96,0.96,6.84,6.84,
PAI,Platinum Asia Investments Limited,Jan-16,2016,0.97,0.92,0.92,5.43,5.43,
PAI,Platinum Asia Investments Limited,Feb-16,2016,0.95,0.88,0.88,7.44,7.44,
PAI,Platinum Asia Investments Limited,Mar-16,2016,0.92,0.9,0.9,2.38,2.38,
PAI,Platinum Asia Investments Limited,Apr-16,2016,0.94,0.9,0.9,4.2,4.2,
PAI,Platinum Asia Investments Limited,May-16,2016,0.95,0.95,0.95,0.25,0.25,
PAI,Platinum Asia Investments Limited,Jun-16,2016,0.89,0.93,0.93,-5.23,-5.23,
PAI,Platinum Asia Investments Limited,Jul-16,2017,0.95,0.96,0.96,-1.17,-1.17,
PAI,Platinum Asia Investments Limited,Aug-16,2017,0.94,1.01,1.01,-7.26,-6.81,
PAI,Platinum Asia Investments Limited,Sep-16,2017,0.95,0.99,0.99,-4.81,-4.81,
PAI,Platinum Asia Investments Limited,Oct-16,2017,0.94,0.99,0.99,-5.96,-5.96,
PAI,Platinum Asia Investments Limited,Nov-16,2017,0.93,0.99,0.99,-5.99,-5.99,
PAI,Platinum Asia Investments Limited,Dec-16,2017,0.94,0.99,0.99,-5.17,-5.17,
PAI,Platinum Asia Investments Limited,Jan-17,2017,0.91,1,0.99,-8.54,-8.52,
PAI,Platinum Asia Investments Limited,Feb-17,2017,0.96,1.01,1.01,-5.12,-4.6,
PAI,Platinum Asia Investments Limited,Mar-17,2017,1.01,1.06,1.04,-4.3,-2.58,
PAI,Platinum Asia Investments Limited,Apr-17,2017,1.01,1.09,1.07,-7.98,-5.85,
PAI,Platinum Asia Investments Limited,May-17,2017,1,1.11,1.08,-9.82,-7.55,
PAI,Platinum Asia Investments Limited,Jun-17,2017,1.02,1.09,1.07,-7.05,-5.18,
PAI,Platinum Asia Investments Limited,Jul-17,2018,1.08,1.1,1.08,-2.07,-0.08,
PAI,Platinum Asia Investments Limited,Aug-17,2018,1.06,1.13,1.1,-6,-3.25,
PAI,Platinum Asia Investments Limited,Sep-17,2018,1.08,1.17,1.13,-7.57,-4.26,
PAI,Platinum Asia Investments Limited,Oct-17,2018,1.2,1.26,1.2,-5.15,-0.1,
PAI,Platinum Asia Investments Limited,Nov-17,2018,1.3,1.27,1.21,1.99,7.43,
PAI,Platinum Asia Investments Limited,Dec-17,2018,1.27,1.26,1.21,0.44,4.62,
PAI,Platinum Asia Investments Limited,Jan-18,2018,1.37,1.32,1.25,3.95,9.87,
PAI,Platinum Asia Investments Limited,Feb-18,2018,1.33,1.23,1.18,7.53,12.43,
PAI,Platinum Asia Investments Limited,Mar-18,2018,1.28,1.21,1.17,5.57,9.4,
PAI,Platinum Asia Investments Limited,Apr-18,2018,1.29,1.24,1.19,3.95,8.15,
PAI,Platinum Asia Investments Limited,May-18,2018,1.28,1.24,1.19,3.24,7.24,
PAI,Platinum Asia Investments Limited,Jun-18,2018,1.26,1.2,1.16,5.35,8.25,
PAI,Platinum Asia Investments Limited,Jul-18,2019,1.23,1.18,1.16,3.52,5.82,
PAI,Platinum Asia Investments Limited,Aug-18,2019,1.18,1.13,1.1,4.27,6.91,
PAI,Platinum Asia Investments Limited,Sep-18,2019,1.2,1.09,1.08,9.26,10.46,
PAI,Platinum Asia Investments Limited,Oct-18,2019,1.06,1.01,1.01,4.23,4.23,
PAI,Platinum Asia Investments Limited,Nov-18,2019,1.12,1.02,1.02,10.19,10.19,
PAI,Platinum Asia Investments Limited,Dec-18,2019,1.07,1.02,1.02,5.38,5.38,
PAI,Platinum Asia Investments Limited,Jan-19,2019,1.08,1.03,1.03,5.29,5.29,
PAI,Platinum Asia Investments Limited,Feb-19,2019,1.14,1.07,1.06,5.8,6.67,
PAI,Platinum Asia Investments Limited,Mar-19,2019,1.05,1.1,1.08,-4.21,-2.84,
PAI,Platinum Asia Investments Limited,Apr-19,2019,1.13,1.12,1.11,1.03,2.06,
PAI,Platinum Asia Investments Limited,May-19,2019,1.09,1.06,1.06,2.99,2.99,
PAI,Platinum Asia Investments Limited,Jun-19,2019,1.03,1.08,1.08,-4.95,-4.95,
PAI,Platinum Asia Investments Limited,Jul-19,2020,1.06,1.09,1.09,-3.16,-2.92,
PAI,Platinum Asia Investments Limited,Aug-19,2020,0.98,1.06,1.06,-7.67,-7.67,
PAI,Platinum Asia Investments Limited,Sep-19,2020,0.94,1.07,1.07,-12.12,-12.12,
PAI,Platinum Asia Investments Limited,Oct-19,2020,0.99,1.09,1.08,-9.76,-8.91,
PAI,Platinum Asia Investments Limited,Nov-19,2020,1.05,1.12,1.1,-6.65,-4.94,
PAI,Platinum Asia Investments Limited,Dec-19,2020,1.09,1.14,1.12,-5.09,-2.99,
PAI,Platinum Asia Investments Limited,Jan-20,2020,1.03,1.15,1.12,-10.27,-8.18,
PAI,Platinum Asia Investments Limited,Feb-20,2020,0.98,1.13,1.11,-12.9,-11.42,
PAI,Platinum Asia Investments Limited,Mar-20,2020,0.95,1.11,1.1,-14.28,-13.39,
PAI,Platinum Asia Investments Limited,Apr-20,2020,0.97,1.13,1.12,-14.01,-13.47,
PAI,Platinum Asia Investments Limited,May-20,2020,0.97,1.1,1.1,-12.64,-12.64,
PAI,Platinum Asia Investments Limited,Jun-20,2020,1.01,1.17,1.15,-13.77,-12.27,
PAI,Platinum Asia Investments Limited,Jul-20,2021,1.06,1.24,1.2,-14.45,-11.33,
PAI,Platinum Asia Investments Limited,Aug-20,2021,1.11,1.22,1.18,-9.1,-6.21,
PAI,Platinum Asia Investments Limited,Sep-20,2021,1.12,1.24,1.2,-9.77,-6.8,
PAI,Platinum Asia Investments Limited,Oct-20,2021,1.18,1.28,1.23,-7.8,-4.26,
PAI,Platinum Asia Investments Limited,Nov-20,2021,1.32,1.32,1.26,-0.1,4.59,
PAI,Platinum Asia Investments Limited,Dec-20,2021,1.25,1.34,1.28,-7.37,-2.79,
PAI,Platinum Asia Investments Limited,Jan-21,2021,1.28,1.4,1.32,-8.89,-3.36,
PAI,Platinum Asia Investments Limited,Feb-21,2021,1.33,1.38,1.3,-3.73,2.51,
PAI,Platinum Asia Investments Limited,Mar-21,2021,1.27,1.35,1.28,-5.72,-0.42,
PAI,Platinum Asia Investments Limited,Apr-21,2021,1.27,1.35,1.28,-5.9,-0.7,
PAI,Platinum Asia Investments Limited,May-21,2021,1.23,1.35,1.28,-9.12,-4.12,
PAI,Platinum Asia Investments Limited,Jun-21,2021,1.23,1.36,1.29,-9.72,-4.62,
PAI,Platinum Asia Investments Limited,Jul-21,2022,1.18,1.28,1.23,-8.22,-4.68,
PAI,Platinum Asia Investments Limited,Aug-21,2022,1.16,1.25,1.19,-6.91,-2.7,
PAI,Platinum Asia Investments Limited,Sep-21,2022,1.1,1.23,1.18,-11.22,-7.49,
PAI,Platinum Asia Investments Limited,Oct-21,2022,1.09,1.19,1.16,-8.74,-5.85,
PAI,Platinum Asia Investments Limited,Nov-21,2022,1.12,1.21,1.18,-7.58,-5.76,
PAI,Platinum Asia Investments Limited,Dec-21,2022,1.1,1.18,1.17,-7.28,-6.06,
PAI,Platinum Asia Investments Limited,Jan-22,2022,1.11,1.21,1.19,-8.65,-6.93,
PAI,Platinum Asia Investments Limited,Feb-22,2022,1.02,1.12,1.12,-9.21,-9.14,
PAI,Platinum Asia Investments Limited,Mar-22,2022,0.95,1.02,1.05,-7.1,-9.63,
PAI,Platinum Asia Investments Limited,Apr-22,2022,0.9,1.04,1.06,-13.33,-15.27,
PAI,Platinum Asia Investments Limited,May-22,2022,0.86,1.01,1.05,-15.64,-18.21,
PAI,Platinum Asia Investments Limited,Jun-22,2022,0.86,1.06,1.07,-18.61,-19.85,
PAI,Platinum Asia Investments Limited,Jul-22,2023,0.9,1,1.04,-10.89,-13.59,
PAI,Platinum Asia Investments Limited,Aug-22,2023,0.85,0.99,1.02,-15.05,-17.42,
PAI,Platinum Asia Investments Limited,Sep-22,2023,0.8,0.94,0.98,-15.14,-18.73,
PAI,Platinum Asia Investments Limited,Oct-22,2023,0.76,0.85,0.92,-10.74,-17.11,
PAI,Platinum Asia Investments Limited,Nov-22,2023,0.85,1,1.03,-15.19,-17.56,
PAI,Platinum Asia Investments Limited,Dec-22,2023,0.85,1.01,1.03,-16.45,-18.3,
PAI,Platinum Asia Investments Limited,Jan-23,2023,0.97,1.06,1.07,-9.06,-9.95,
PAI,Platinum Asia Investments Limited,Feb-23,2023,0.89,1,1.02,-10.69,-12.49,
PAI,Platinum Asia Investments Limited,Mar-23,2023,0.88,1.03,1.04,-15.06,-16.03,
PAI,Platinum Asia Investments Limited,Apr-23,2023,0.88,1.02,1.03,-14.1,-15.34,
PAI,Platinum Asia Investments Limited,May-23,2023,0.85,1.01,1.02,-15.49,-16.98,
PAI,Platinum Asia Investments Limited,Jun-23,2023,0.86,1.02,1.04,-16.25,-17.49,
PAI,Platinum Asia Investments Limited,Jul-23,2024,0.88,1.07,1.07,-18.57,-18.44,
PAI,Platinum Asia Investments Limited,Aug-23,2024,0.83,1.01,1.02,-18.22,-18.89,
AMH,AMCIL Limited,Jan-14,2014,0.89,0.89,0.83,0,7.23,
AMH,AMCIL Limited,Feb-14,2014,0.9,0.93,0.86,-3.23,4.65,
AMH,AMCIL Limited,Mar-14,2014,0.93,0.94,0.87,-1.6,6.32,
AMH,AMCIL Limited,Apr-14,2014,0.92,0.93,0.87,-1.08,5.75,
AMH,AMCIL Limited,May-14,2014,0.91,0.96,0.89,-5.73,1.69,
AMH,AMCIL Limited,Jun-14,2014,0.97,0.95,0.88,2.11,10.23,
AMH,AMCIL Limited,Jul-14,2015,1.04,0.97,0.9,7.22,15.56,
AMH,AMCIL Limited,Aug-14,2015,0.95,0.92,0.85,3.26,11.76,
